"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"17.08.2016","2,9222","2,9290","2,9410","2,9173","","-0,25%"
"16.08.2016","2,9295","2,9402","2,9439","2,9141","","-0,38%"
"15.08.2016","2,9407","2,9572","2,9617","2,9387","","-0,63%"
"12.08.2016","2,9594","2,9573","2,9649","2,9425","","0,07%"
"11.08.2016","2,9573","2,9571","2,9710","2,9503","","-0,01%"
"10.08.2016","2,9576","2,9679","2,9707","2,9441","","-0,36%"
"09.08.2016","2,9682","2,9823","2,9891","2,9661","","-0,55%"
"08.08.2016","2,9845","3,0018","3,0055","2,9796","","-0,47%"
"05.08.2016","2,9987","3,0106","3,0206","2,9950","","-0,41%"
"04.08.2016","3,0111","3,0133","3,0285","3,0065","","-0,09%"
"03.08.2016","3,0139","2,9926","3,0231","2,9909","","0,75%"
"02.08.2016","2,9915","2,9911","3,0036","2,9810","","0,04%"
"01.08.2016","2,9904","2,9936","2,9984","2,9708","","0,07%"
"29.07.2016","2,9883","3,0124","3,0259","2,9845","","-0,81%"
"28.07.2016","3,0126","3,0182","3,0252","3,0070","","-0,20%"
"27.07.2016","3,0187","3,0453","3,0495","3,0145","","-0,87%"
"26.07.2016","3,0453","3,0380","3,0526","3,0170","","0,28%"
"25.07.2016","3,0369","3,0655","3,0755","3,0200","","-0,92%"
"22.07.2016","3,0650","3,0716","3,0819","3,0403","","-0,18%"
"21.07.2016","3,0706","3,0894","3,0943","3,0490","","-0,62%"
"20.07.2016","3,0899","3,0435","3,0965","3,0100","","1,47%"
"19.07.2016","3,0450","2,9800","3,0630","2,9675","","2,26%"
"18.07.2016","2,9777","3,0199","3,0199","2,9235","","-1,39%"
"15.07.2016","3,0198","2,8774","3,0486","2,8765","","4,92%"
"14.07.2016","2,8782","2,8990","2,9050","2,8761","","-0,74%"
"13.07.2016","2,8998","2,8854","2,9089","2,8849","","0,44%"
"12.07.2016","2,8870","2,9045","2,9065","2,8815","","-0,60%"
"11.07.2016","2,9045","2,8914","2,9080","2,8870","","0,46%"
"08.07.2016","2,8913","2,9378","2,9410","2,8862","","-1,55%"
"07.07.2016","2,9367","2,9371","2,9431","2,9225","","-0,01%"
"06.07.2016","2,9371","2,9297","2,9560","2,9235","","0,27%"
"05.07.2016","2,9293","2,9068","2,9354","2,9015","","0,78%"
"04.07.2016","2,9066","2,9029","2,9093","2,8805","","0,16%"
"01.07.2016","2,9019","2,8766","2,9042","2,8697","","0,84%"
"30.06.2016","2,8777","2,8918","2,9064","2,8689","","-0,40%"
"29.06.2016","2,8892","2,9038","2,9105","2,8833","","-0,52%"
"28.06.2016","2,9043","2,9390","2,9415","2,8873","","-1,25%"
"27.06.2016","2,9410","2,9285","2,9538","2,9218","","0,40%"
"24.06.2016","2,9292","2,8522","3,0057","2,8403","","2,61%"
"23.06.2016","2,8548","2,8956","2,8986","2,8527","","-1,34%"
"22.06.2016","2,8936","2,9106","2,9190","2,8901","","-0,55%"
"21.06.2016","2,9097","2,9060","2,9159","2,8919","","0,12%"
"20.06.2016","2,9062","2,9316","2,9316","2,8960","","-0,71%"
"17.06.2016","2,9271","2,9324","2,9381","2,9242","","-0,13%"
"16.06.2016","2,9310","2,9250","2,9600","2,9210","","0,21%"
"15.06.2016","2,9250","2,9370","2,9405","2,9160","","-0,34%"
"14.06.2016","2,9350","2,9198","2,9420","2,9132","","0,53%"
"13.06.2016","2,9196","2,9293","2,9350","2,9084","","-0,32%"
"10.06.2016","2,9291","2,8922","2,9398","2,8922","","1,29%"
"09.06.2016","2,8919","2,8914","2,9026","2,8858","","-0,04%"
"08.06.2016","2,8931","2,8966","2,9013","2,8790","","-0,14%"
"07.06.2016","2,8971","2,9044","2,9125","2,8915","","-0,23%"
"06.06.2016","2,9039","2,9112","2,9172","2,9023","","0,04%"
"03.06.2016","2,9028","2,9488","2,9538","2,9009","","-1,56%"
"02.06.2016","2,9488","2,9421","2,9546","2,9336","","0,23%"
"01.06.2016","2,9419","2,9499","2,9585","2,9325","","-0,25%"
"31.05.2016","2,9494","2,9550","2,9604","2,9425","","-0,22%"
"30.05.2016","2,9560","2,9575","2,9700","2,9477","","-0,05%"
"27.05.2016","2,9575","2,9341","2,9639","2,9330","","0,78%"
"26.05.2016","2,9345","2,9372","2,9480","2,9240","","-0,08%"
"25.05.2016","2,9368","2,9435","2,9550","2,9290","","-0,26%"
"24.05.2016","2,9445","2,9962","3,0145","2,9405","","-1,69%"
"23.05.2016","2,9952","2,9770","2,9985","2,9729","","0,64%"
"20.05.2016","2,9762","2,9850","2,9915","2,9670","","-0,36%"
"19.05.2016","2,9870","2,9905","3,0040","2,9820","","-0,11%"
"18.05.2016","2,9902","2,9631","2,9942","2,9600","","0,89%"
"17.05.2016","2,9637","2,9762","2,9774","2,9570","","-0,44%"
"16.05.2016","2,9767","2,9670","2,9878","2,9588","","0,22%"
"13.05.2016","2,9702","2,9605","2,9755","2,9510","","0,27%"
"12.05.2016","2,9623","2,9545","2,9671","2,9398","","0,33%"
"11.05.2016","2,9527","2,9502","2,9760","2,9400","","0,04%"
"10.05.2016","2,9516","2,9440","2,9581","2,9291","","0,23%"
"09.05.2016","2,9449","2,9277","2,9503","2,9110","","0,60%"
"06.05.2016","2,9273","2,9226","2,9436","2,9080","","0,11%"
"05.05.2016","2,9242","2,9623","2,9623","2,8937","","-1,29%"
"04.05.2016","2,9625","2,8508","2,9788","2,8438","","3,98%"
"03.05.2016","2,8491","2,8046","2,8518","2,7885","","1,58%"
"02.05.2016","2,8049","2,7954","2,8077","2,7880","","0,34%"
"29.04.2016","2,7955","2,8125","2,8150","2,7880","","-0,62%"
"28.04.2016","2,8129","2,8184","2,8349","2,8030","","-0,21%"
"27.04.2016","2,8189","2,8203","2,8405","2,8130","","-0,07%"
"26.04.2016","2,8208","2,8440","2,8491","2,8140","","-0,82%"
"25.04.2016","2,8440","2,8444","2,8535","2,8400","","-0,17%"
"22.04.2016","2,8489","2,8317","2,8540","2,8225","","0,56%"
"21.04.2016","2,8331","2,8149","2,8362","2,8084","","0,68%"
"20.04.2016","2,8140","2,8327","2,8420","2,8070","","-0,61%"
"19.04.2016","2,8312","2,8393","2,8430","2,8220","","-0,30%"
"18.04.2016","2,8398","2,8525","2,8661","2,8350","","-0,51%"
"15.04.2016","2,8545","2,8504","2,8635","2,8474","","0,16%"
"14.04.2016","2,8499","2,8462","2,8720","2,8420","","0,11%"
"13.04.2016","2,8467","2,8349","2,8590","2,8310","","0,40%"
"12.04.2016","2,8354","2,8326","2,8490","2,8180","","0,08%"
"11.04.2016","2,8331","2,8486","2,8541","2,8175","","-0,56%"
"08.04.2016","2,8491","2,8613","2,8716","2,8420","","-0,44%"
"07.04.2016","2,8618","2,8407","2,8650","2,8245","","0,75%"
"06.04.2016","2,8406","2,8319","2,8590","2,8220","","0,29%"
"05.04.2016","2,8324","2,8120","2,8380","2,8080","","0,70%"
"04.04.2016","2,8128","2,8247","2,8291","2,8047","","-0,33%"
"01.04.2016","2,8221","2,8165","2,8370","2,8128","","0,18%"
"31.03.2016","2,8170","2,8354","2,8425","2,8120","","-0,67%"
"30.03.2016","2,8359","2,8373","2,8490","2,8230","","-0,06%"
"29.03.2016","2,8377","2,8683","2,8770","2,8340","","-1,08%"
"28.03.2016","2,8688","2,8719","2,8800","2,8640","","-0,26%"
"25.03.2016","2,8763","2,8723","2,8830","2,8655","","0,14%"
"24.03.2016","2,8724","2,8759","2,8910","2,8697","","-0,18%"
"23.03.2016","2,8775","2,8672","2,8829","2,8635","","0,38%"
"22.03.2016","2,8667","2,8628","2,8850","2,8565","","0,29%"
"21.03.2016","2,8585","2,8636","2,8815","2,8550","","-0,32%"
"18.03.2016","2,8676","2,8398","2,8694","2,8380","","0,91%"
"17.03.2016","2,8417","2,8679","2,8740","2,8380","","-0,93%"
"16.03.2016","2,8684","2,8981","2,9310","2,8630","","-1,04%"
"15.03.2016","2,8986","2,8706","2,9120","2,8660","","0,98%"
"14.03.2016","2,8704","2,8685","2,8880","2,8620","","0,12%"
"11.03.2016","2,8670","2,8915","2,8980","2,8636","","-0,85%"
"10.03.2016","2,8915","2,8923","2,9100","2,8725","","0,03%"
"09.03.2016","2,8907","2,9162","2,9212","2,8867","","-0,81%"
"08.03.2016","2,9144","2,9146","2,9306","2,9061","","-0,05%"
"07.03.2016","2,9160","2,9089","2,9326","2,9039","","0,27%"
"04.03.2016","2,9082","2,9097","2,9277","2,9017","","-0,02%"
"03.03.2016","2,9088","2,9266","2,9347","2,9067","","-0,56%"
"02.03.2016","2,9253","2,9364","2,9481","2,9230","","-0,37%"
"01.03.2016","2,9361","2,9657","2,9682","2,9302","","-0,99%"
"29.02.2016","2,9654","2,9963","2,9963","2,9520","","-0,91%"
"26.02.2016","2,9925","2,9295","3,0015","2,9200","","2,20%"
"25.02.2016","2,9280","2,9358","2,9428","2,9170","","-0,28%"
"24.02.2016","2,9363","2,9437","2,9550","2,9320","","-0,25%"
"23.02.2016","2,9437","2,9368","2,9470","2,9270","","0,24%"
"22.02.2016","2,9367","2,9532","2,9577","2,9300","","-0,50%"
"19.02.2016","2,9516","2,9683","2,9759","2,9477","","-0,64%"
"18.02.2016","2,9705","2,9580","2,9752","2,9497","","0,49%"
"17.02.2016","2,9561","2,9754","2,9843","2,9410","","-0,72%"
"16.02.2016","2,9774","2,9466","2,9818","2,9420","","1,06%"
"15.02.2016","2,9461","2,9303","2,9560","2,9247","","0,57%"
"12.02.2016","2,9295","2,9307","2,9398","2,9177","","-0,05%"
"11.02.2016","2,9310","2,9223","2,9470","2,9160","","0,31%"
"10.02.2016","2,9218","2,9405","2,9427","2,9150","","-0,64%"
"09.02.2016","2,9407","2,9476","2,9631","2,9270","","-0,22%"
"08.02.2016","2,9473","2,9185","2,9550","2,9120","","0,82%"
"05.02.2016","2,9233","2,9135","2,9268","2,8918","","0,39%"
"04.02.2016","2,9118","2,9159","2,9270","2,8863","","-0,16%"
"03.02.2016","2,9164","2,9521","2,9646","2,9070","","-1,20%"
"02.02.2016","2,9519","2,9459","2,9610","2,9430","","0,21%"
"01.02.2016","2,9456","2,9561","2,9780","2,9410","","-0,33%"
"29.01.2016","2,9553","2,9694","2,9780","2,9510","","-0,47%"
"28.01.2016","2,9693","3,0014","3,0030","2,9650","","-1,07%"
"27.01.2016","3,0014","3,0083","3,0190","2,9850","","-0,25%"
"26.01.2016","3,0088","3,0209","3,0356","3,0020","","-0,42%"
"25.01.2016","3,0214","3,0010","3,0245","2,9984","","0,59%"
"22.01.2016","3,0038","3,0138","3,0239","3,0003","","-0,29%"
"21.01.2016","3,0126","3,0423","3,0541","3,0101","","-0,97%"
"20.01.2016","3,0422","3,0400","3,0630","3,0349","","0,07%"
"19.01.2016","3,0401","3,0342","3,0466","3,0167","","0,12%"
"18.01.2016","3,0365","3,0489","3,0533","3,0290","","-0,39%"
"15.01.2016","3,0484","3,0229","3,0549","3,0216","","0,82%"
"14.01.2016","3,0235","3,0265","3,0435","3,0165","","-0,17%"
"13.01.2016","3,0285","3,0345","3,0365","3,0050","","-0,15%"
"12.01.2016","3,0332","3,0377","3,0490","3,0215","","-0,15%"
"11.01.2016","3,0377","3,0207","3,0437","3,0090","","0,54%"
"08.01.2016","3,0214","2,9991","3,0231","2,9810","","0,74%"
"07.01.2016","2,9993","3,0007","3,0290","2,9850","","-0,10%"
"06.01.2016","3,0024","2,9849","3,0160","2,9820","","0,58%"
"05.01.2016","2,9852","2,9642","2,9918","2,9538","","0,71%"
"04.01.2016","2,9642","2,9185","2,9810","2,9137","","1,73%"
"01.01.2016","2,9139","2,9177","2,9201","2,9129","","-0,13%"
